artista,musica,tempo,data
FBC,Levar a Sério,146898,2021-06-20 20:00:00
Sant,OPRES,90002,2021-06-20 20:02:00
The Weeknd,Blinding Lights,200040,2021-06-21 01:42:00
The Weeknd,Save Your Tears,215626,2021-06-21 01:45:00
The Weeknd,The Hills,225123,2021-06-21 01:49:00
The Weeknd,In Your Eyes,7382,2021-06-21 01:49:00
The Weeknd,Starboy,150482,2021-06-21 01:52:00
The Weeknd,Can't Feel My Face,3632,2021-06-21 01:52:00
The Weeknd,I Feel It Coming,56872,2021-06-21 01:53:00
Michael Jackson,Smooth Criminal - 2012 Remaster,7137,2021-06-21 01:57:00
Michael Jackson,Beat It,20804,2021-06-21 01:57:00
Michael Jackson,Billie Jean,245909,2021-06-21 01:57:00
Michael Jackson,Smooth Criminal - 2012 Remaster,257760,2021-06-21 02:02:00
Michael Jackson,Beat It,169933,2021-06-21 02:05:00
Michael Jackson,The Way You Make Me Feel - 2012 Remaster,2313,2021-06-21 02:05:00
Michael Jackson,Thriller,2391,2021-06-21 02:05:00
Michael Jackson,Dirty Diana - 2012 Remaster,17657,2021-06-21 02:08:00
Michael Jackson,Man in the Mirror - 2012 Remaster,1767,2021-06-21 02:08:00
Michael Jackson,P.Y.T. (Pretty Young Thing),3053,2021-06-21 02:08:00
Michael Jackson,Love Never Felt So Good,20084,2021-06-21 02:08:00
Michael Jackson,Don't Stop 'Til You Get Enough,168870,2021-06-21 02:08:00
Michael Jackson,Rock with You - Single Version,220626,2021-06-21 02:12:00
K-Mack,In Baltimore,2871,2021-06-21 02:15:00
Michael Jackson,Leave Me Alone - 2012 Remaster,105077,2021-06-21 02:15:00
Hi-Tech,Book of Life,59033,2021-06-21 02:16:00
Filipe Ret,Corte Americano,6313,2021-06-21 02:19:00
Teto,M4,170000,2021-06-21 02:19:00
Reid,Drip da Roça,7876,2021-06-21 02:19:00
Hungria Hip Hop,Legacy,1687,2021-06-21 02:21:00
L7NNON,Mais Que Isso,1937,2021-06-21 02:21:00
Djonga,Nós,6276,2021-06-21 02:21:00
Kawe,Mds,2163,2021-06-21 02:21:00
Djonga,Easy Money,70682,2021-06-21 02:21:00
Kawe,De 90 pra Cá,1344,2021-06-21 02:21:00
Orochi,Reis da Revoada,2810,2021-06-21 02:21:00
BIN,Quase uma Semana,1976,2021-06-21 02:21:00
Costa Gold,O Pai Tá On,1708,2021-06-21 02:21:00
Tribo da Periferia,Resiliência,2133,2021-06-21 02:33:00
2Pac,All Eyez On Me (ft. Big Syke),155776,2021-06-23 22:24:00
2Pac,All Eyez On Me (ft. Big Syke),22535,2021-06-23 22:24:00
Diddy,Young G's (feat. The Notorious B.I.G. & Jay-Z),3820,2021-06-23 22:24:00
Hi-Tech,Book of Life,5631,2021-06-23 22:24:00
Ice Cube,You Know How We Do It,3704,2021-06-23 22:24:00
Silouette,Rude Girlz - Bonus Track,26583,2021-06-23 22:25:00
Common,Invocation,8418,2021-06-23 22:28:00
2Pac,Do For Love,219440,2021-06-23 22:28:00
The Notorious B.I.G.,Big Poppa - 2005 Remaster,4831,2021-06-23 22:29:00
Nas,Nas Is Like,15360,2021-06-23 22:29:00
2Pac,Ambitionz Az A Ridah,4029,2021-06-23 22:29:00
Dr. Dre,"Nuthin' But A ""G"" Thang",4331,2021-06-23 22:29:00
K-Mack,In Baltimore,4354,2021-06-23 22:29:00
Redman,Tonight's Da Night,5469,2021-06-23 22:29:00
Junior M.A.F.I.A.,Get Money,4322,2021-06-23 22:29:00
Dr. Dre,Bitches Ain't Shit,5561,2021-06-23 22:29:00
Ms. Lauryn Hill,Lost Ones,6194,2021-06-23 22:29:00
Pete Rock,Grown Man Sport,7107,2021-06-23 22:29:00
Ice Cube,It Was A Good Day,6026,2021-06-23 22:29:00
Dr. Dre,Fuck Wit Dre Day (And Everybody's Celebratin'),3340,2021-06-23 22:30:00
N.W.A.,Alwayz Into Somethin',2902,2021-06-23 22:30:00
Dr. Dre,Let Me Ride,3193,2021-06-23 22:30:00
Eazy-E,Real Muthaphuckkin' G's,3263,2021-06-23 22:30:00
Bahamadia,Uknowhowwedu,2125,2021-06-23 22:30:00
Mobb Deep,"Shook Ones, Pt. II",3356,2021-06-23 22:30:00
2Pac,Hail Mary,3704,2021-06-23 22:30:00
The Notorious B.I.G.,Who Shot Ya? - 2005 Remaster,7442,2021-06-23 22:30:00
Science Of Sound,So You Wanna Be an MC,3868,2021-06-23 22:30:00
Goodie Mob,Cell Therapy,500,2021-06-23 22:30:00
The Roots,What They Do,4493,2021-06-23 22:30:00
2Pac,I Get Around,3332,2021-06-23 22:30:00
2Pac,Hit 'em Up,5958,2021-06-23 22:30:00
Finsta Bundy,Don't Stress Tomorrow,391,2021-06-23 22:32:00
Don L,"Morra Bem, Viva Rápido",4009,2021-06-23 22:35:00
Lil Baby,Hats Off (feat. Travis Scott),194845,2021-06-23 22:35:00
Renan Inquérito,Versos Vegetarianos,212426,2021-06-23 22:38:00
BK,Top Boys,1271,2021-06-23 22:43:00
Snoop Dogg,Drop It Like It's Hot,478,2021-06-23 22:43:00
FBC,Auto Ajuda,1426,2021-06-23 22:43:00
Baco Exu do Blues,En Tu Mira,168,2021-06-23 22:43:00
Froid,Flow de Lázaro,19592,2021-06-23 22:43:00
Emicida,"Eminência Parda (feat. Dona Onete, Jé Santiago & Papillon)",953,2021-06-23 22:43:00
Sain,Iori Incorporado,5404,2021-06-23 22:43:00
Filipe Ret,Abençoado,0,2021-06-23 22:43:00
Pineapple StormTv,Perfil #84 - Eu Vim de Lá,1658,2021-06-23 22:43:00
RZO,"Pirituba, Pt. 1",0,2021-06-23 22:43:00
Emicida,Ooorra - Ao Vivo,1130,2021-06-23 22:43:00
Don L,kelefeeling (verso livre),136,2021-06-23 22:43:00
Rincon Sapiência,Transporte Público (Remistura),269,2021-06-23 22:43:00
Febem,CRIME,732,2021-06-23 22:43:00
BK,Castelos & Ruínas,249490,2021-06-23 22:43:00
Renan Inquérito,Tristeza,357,2021-06-23 22:43:00
Djonga,BENÇA,881,2021-06-23 22:43:00
Filipe Ret,Acende a Vela,10759,2021-06-23 22:46:00
Racionais MC's,Negro Drama (Ao Vivo),1662,2021-06-23 22:46:00
Lil Nas X,HOLIDAY,154997,2021-06-23 22:46:00
FBC,Levar a Sério,1990,2021-06-23 22:46:00
Outkast,Ms. Jackson,270506,2021-06-23 22:51:00
Febem,MÉXICO,26911,2021-06-23 22:51:00
Kayuá,Celebrar,240000,2021-06-23 22:55:00
Racionais MC's,Expresso da Meia-Noite,5644,2021-06-23 22:56:00
BK,"Amores, Vícios e Obsessões",22509,2021-06-23 22:56:00
MC Caverinha,Por um Fio,27549,2021-06-23 22:56:00
Rashid,E Se,845,2021-06-23 22:57:00
Kant,Role Play,704,2021-06-23 22:57:00
Criolo,Sistema Obtuso,368,2021-06-23 22:57:00
Renan Inquérito,Cidade Sem Cor,1741,2021-06-23 22:57:00
Parteum,Raciocínio Quebrado,3457,2021-06-23 22:57:00
Matuê,De Alta,36603,2021-06-23 22:57:00
Racionais MC's,Da Ponte pra Cá,2845,2021-06-23 22:57:00
Renan Inquérito,Mister M,79026,2021-06-23 22:58:00
Don L,Depois das Três,883,2021-06-23 22:59:00
Kamau,Só,133,2021-06-23 22:59:00
Kawe,Brilho,3644,2021-06-23 22:59:00
Rincon Sapiência,Linhas de Soco,936,2021-06-23 22:59:00
Sant,Ensaio Sobre a Lucidez,1543,2021-06-23 22:59:00
Eloy Polemico,Ouro de Tolo,1092,2021-06-23 22:59:00
MC Maneirinho,Vou Te Levar - Remix,3293,2021-06-23 22:59:00
Mano Brown,Mulher Elétrica,1416,2021-06-23 22:59:00
DaBaby,Red Light Green Light,5972,2021-06-28 15:01:00
"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),130980,2021-06-28 15:04:00
Migos,Modern Day,241790,2021-06-28 15:08:00
Joyner Lucas,Ramen & OJ,218447,2021-06-28 15:11:00
Lil Tecca,NEVER LEFT,168727,2021-06-28 15:14:00
Big Sean,Freshman 10 (Freestyle) [10th Anniversary],45923,2021-06-28 15:15:00
"Tyler, The Creator",JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),146419,2021-06-28 15:17:00
Lil Baby,Hats Off (feat. Travis Scott),12453,2021-06-28 15:18:00
Young Stoner Life,Solid (feat. Drake),215693,2021-06-28 15:21:00
DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),236524,2021-06-28 15:25:00
DaBaby,Ball If I Want To,112546,2021-06-28 15:27:00
Ski Mask The Slump God,ADMIT IT,93920,2021-06-28 15:29:00
"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),43817,2021-06-28 15:45:00
Criolo,Sucrilhos,4417,2021-06-29 14:20:00
Emicida,Ooorra - Ao Vivo,2966,2021-06-29 14:20:00
Don L,Eu Não Te Amo,174602,2021-06-29 14:23:00
Froid,Kyoto,2375,2021-06-29 14:23:00
Snoop Dogg,Drop It Like It's Hot,652,2021-06-29 14:23:00
Baco Exu do Blues,999,1981,2021-06-29 14:23:00
Black Alien,Que Nem o Meu Cachorro,1626,2021-06-29 14:23:00
Rincon Sapiência,Afro Rep,1095,2021-06-29 14:23:00
Pentagono,O Q?,1366,2021-06-29 14:23:00
Filipe Ret,War - Remix,1381,2021-06-29 14:23:00
Rashid,Diário de Bordo 6,4038,2021-06-29 14:23:00
JAY-Z,No Church In The Wild,1057,2021-06-29 14:23:00
Rincon Sapiência,Cotidiano,676,2021-06-29 14:23:00
Djonga,Vírgula,2111,2021-06-29 14:23:00
BK,Mudando o Jogo,881,2021-06-29 14:23:00
L7NNON,Hitmaker,2308,2021-06-29 14:23:00
509-E,Uh Barato É Louco,1261,2021-06-29 14:23:00
Hungria Hip Hop,Legacy,32560,2021-06-29 14:27:00
Kamau,Só,201280,2021-06-29 14:27:00
Filipe Ret,Libertários Não Morrem,1618,2021-06-29 14:30:00
Criolo,Subirusdoistiozin,181960,2021-06-29 14:30:00
"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),5998,2021-06-29 14:30:00
MV Bill,Estilo Vagabundo,1430,2021-06-29 14:30:00
Baco Exu do Blues,Sinfonia do Adeus,1712,2021-06-29 14:30:00
Lil Nas X,HOLIDAY,1037,2021-06-29 14:30:00
Renan Inquérito,Tristeza,1786,2021-06-29 14:30:00
Sain,Rosas e Rimas,3324,2021-06-29 14:31:00
Felp 22,157,1393,2021-06-29 14:31:00
L7NNON,Gratidão,1160,2021-06-29 14:31:00
Lil Tecca,NEVER LEFT,1393,2021-06-29 14:31:00
MV Bill,Estilo Vagabundo 3,1495,2021-06-29 14:31:00
Matuê,Lama no Copo,2316,2021-06-29 14:31:00
Renan Inquérito,Meu Super Herói,1789,2021-06-29 14:31:00
Dexter,Eu Sô Função,720,2021-06-29 14:31:00
Black Alien,Aniversário de Sobriedade,4658,2021-06-29 14:31:00
Emicida,Triunfo (A Rua É Nóiz),811,2021-06-29 14:31:00
Djonga,BENÇA,960,2021-06-29 14:31:00
Rincon Sapiência,Linhas de Soco,223444,2021-06-29 14:35:00
Criolo,Sistema Obtuso,347,2021-06-29 14:35:00
Black Alien,Vai Baby,1697,2021-06-29 14:35:00
BK,Caminhos,141567,2021-06-29 14:37:00
Sabotage,Rap É Compromisso,392,2021-06-29 14:37:00
Renan Inquérito,Som pra Ladrão,1455,2021-06-29 14:37:00
Borges,Seu Lugar,1678,2021-06-29 14:37:00
Froid,Flow de Lázaro,1179,2021-06-29 14:37:00
Filipe Ret,Cobaia de Deus,1607,2021-06-29 14:37:00
Rincon Sapiência,Transporte Público (Remistura),1343,2021-06-29 14:37:00
Djonga,O Mundo é Nosso,205563,2021-06-29 14:41:00
Sain,Rosas e Rimas,2813,2021-06-29 14:41:00
Black Alien,Carta Pra Amy,1914,2021-06-29 14:41:00
Oriente,O Vagabundo e a Dama,1501,2021-06-29 14:41:00
Froid,Crystal - Acústico,1789,2021-06-29 14:41:00
Marcelo D2,Você Diz Que O Amor Não Dói,2315,2021-06-29 14:41:00
Sabotage,Mun Rá,1737,2021-06-29 14:41:00
Pirâmide Perdida,Dispiei,1690,2021-06-29 14:41:00
Djonga,Geminiano,1483,2021-06-29 14:41:00
Black Alien,Chuck Berry,15836,2021-06-29 14:41:00
Kayuá,Tudo Passa,2725,2021-06-29 14:42:00
Akira Presidente,Sem Colete,251,2021-06-29 14:42:00
Froid,Vem Tranquilo,8294,2021-06-29 14:42:00
Sabotage,Um Bom Lugar,1574,2021-06-29 14:42:00
Tasha & Tracie,Salve,6034,2021-06-29 14:42:00
509-E,Oitavo Anjo,9445,2021-06-29 14:42:00
Black Alien,From Hell do Céu,3201,2021-06-29 14:42:00
Sabotage,Monstro Invisível,2389,2021-06-29 14:42:00
Jean Tassy,Nômade IV,6752,2021-06-29 14:42:00
Djonga,Ricô,2366,2021-06-29 14:42:00
Marcelo D2,Qual E,2103,2021-06-29 14:46:00
Flora Matos,MEDITO E ME ACALMO,13425,2021-06-29 14:46:00
Ramonzin,Vivência,230000,2021-06-29 14:46:00
Haikaiss,Raplord,3343,2021-06-29 14:52:00
DV Tribo,Diáspora,315933,2021-06-29 14:52:00
Trilha Sonora do Gueto,Favela Sinistra,1751,2021-06-29 14:52:00
Costa Gold,Ciclone,740,2021-06-29 14:52:00
Rashid,Diário de Bordo 6,265763,2021-06-29 14:56:00
Trilha Sonora do Gueto,Reflexões,2388,2021-06-29 14:57:00
Djonga,Nós,1810,2021-06-29 14:57:00
Jovem Dex,Tapa,3720,2021-06-29 14:57:00
Nocivo Shomon,R.U.A 8 (Mensageiros),28533,2021-06-29 14:57:00
Sabotage,No Brooklin,8068,2021-06-29 15:00:00
CHS,Ponteiros,187242,2021-06-29 15:00:00
Haikaiss,No Toque da Meca,7358,2021-06-29 15:03:00
Um Barril de Rap,Resgate do Soldado Brownie,179928,2021-06-29 15:03:00
Djonga,Easy Money,756,2021-06-29 15:03:00
Djonga,Easy Money,191219,2021-06-29 15:07:00
Haikaiss,No Toque da Meca,156256,2021-06-29 15:09:00
DJ Matt D,Vizinha Chata,2133,2021-06-29 15:09:00
Jé Santiago,Jack Bauer,5281,2021-06-29 15:13:00
Instituto,Dama Tereza,12642,2021-06-29 15:13:00
Oriente,O Vagabundo e a Dama,1299,2021-06-29 15:13:00
Pineapple StormTv,Poesia Acústica 11: Nada Mudou,3283,2021-06-29 15:13:00
Gabriel O Pensador,Solitário Surfista / Surfista Solitário,2454,2021-06-29 15:13:00
Sabotage,O Gatilho,1844,2021-06-29 15:13:00
Pineapple StormTv,660,1760,2021-06-29 15:13:00
Dalsin,Vila dos Lençóis,4769,2021-06-29 15:13:00
Coruja Bc1,Passando a Limpo,209673,2021-06-29 15:13:00
Djonga,Geminiano,1416,2021-06-29 15:13:00
Marcelo D2,Ela Disse,1795,2021-06-29 15:13:00
Jean Tassy,Dose,3096,2021-06-29 15:14:00
Kayuá,Gorilla,16752,2021-06-29 15:14:00
Kamau,Contra,85311,2021-06-29 15:26:00
Kamau,Contra,12935,2021-07-04 20:23:00
Papatinho,Lance Criminoso (feat. BK),2906,2021-07-04 20:23:00
L7NNON,DA BOCA,6677,2021-07-04 20:24:00
Edi Rock,Foda-Se,58431,2021-07-04 20:24:00
Jé Santiago,Nintendo Switch,3237,2021-07-04 20:28:00
Dexter,Voz Ativa,2187,2021-07-04 20:28:00
Edi Rock,De Onde Eu Venho,5532,2021-07-04 20:28:00
Kamau,Pensei,127,2021-07-04 20:28:00
BaianaSystem,Reza Forte,2292,2021-07-04 20:28:00
Kayuá,Leões,209865,2021-07-04 20:28:00
Fabio Brazza,Filhos da Diversidade,3206,2021-07-04 20:29:00
Pineapple StormTv,Poesia Acústica Ep. Jeri,1968,2021-07-04 20:29:00
Sombra,Mano Eu Vo Ali Comprar um Chá,2059,2021-07-04 20:29:00
Kayuá,Gigante da Norte,72837,2021-07-04 20:29:00
ConeCrewDiretoria,Rainha da pista,2936,2021-07-04 20:29:00
Kamau,Lágrimas do Palhaço,1956,2021-07-04 20:29:00
L7NNON,Hip Hop Rare,1751,2021-07-04 20:29:00
Flora Matos,Preta de Quebrada,2034,2021-07-04 20:30:00
Mac Júlia,Jogo Sujo,7337,2021-07-04 20:30:00
Racionais MC's,Negro Drama,4505,2021-07-04 20:30:00
Black Alien,Na Segunda Vinda,2148,2021-07-04 20:30:00
ConeCrewDiretoria,Sem planta,256,2021-07-04 20:30:00
Kayuá,Contatos,2134,2021-07-04 20:30:00
Flora Matos,CONVERSAR COM O MAR,8310,2021-07-04 20:30:00
Fabio Brazza,Inquilino da Dor,2626,2021-07-04 20:30:00
Racionais MC's,Negro Drama,34087,2021-07-04 20:31:00
Black Alien,Sangue de Free,4637,2021-07-04 20:31:00
Costa Gold,Doce Veneno,2771,2021-07-04 20:31:00
Costa Gold,Doce Veneno,2678,2021-07-04 20:31:00
Flora Matos,CONVERSAR COM O MAR,1815,2021-07-04 20:31:00
Dfideliz,Baila Baby,307,2021-07-04 20:31:00
Dfideliz,Baila Baby,0,2021-07-04 20:31:00
Black Alien,Sangue de Free,1954,2021-07-04 20:34:00
Costa Gold,Doce Veneno,159036,2021-07-04 20:34:00
Tasha & Tracie,Agouro,2016,2021-07-04 20:34:00
Alaska,Me Perdoa Mãe,206291,2021-07-04 20:38:00
Thiago Elniño,Pedagoginga,296668,2021-07-04 20:42:00
509-E,Saudades Mil,12306,2021-07-04 20:43:00
De Leve,Pra falar de amor,2681,2021-07-04 20:43:00
Black Alien,Perícia Na Delícia,3232,2021-07-04 20:43:00
Budah,Lingerie,2636,2021-07-04 20:43:00
ZRM,Skatedrink,2247,2021-07-04 20:43:00
Don L,kelefeeling (verso livre),222,2021-07-04 20:43:00
Costa Gold,The Cypher Deffect 2,3480,2021-07-04 20:43:00
Cynthia Luz,Pra Te Envolver,2187,2021-07-04 20:43:00
DJ Caique,Flor da Pele,246187,2021-07-04 20:47:00
Mc Poze do Rodo,A Cara do Crime (Nós Incomoda),2374,2021-07-04 20:50:00
Dalsin,Wallpaper,23079,2021-07-04 20:50:00
Sain,Notas,13385,2021-07-04 20:50:00
Dalsin,Vila dos Lençóis,2749,2021-07-04 20:50:00
Murica,Kung Fu de Rua,143612,2021-07-04 20:50:00
Criolo,Sistema Obtuso,199130,2021-07-04 20:58:00
Djonga,Eu,310375,2021-07-04 21:04:00
Major RD,Corporação Cápsula,131681,2021-07-04 21:06:00
Racionais MC's,Você Me Deve,159902,2021-07-04 21:08:00
L7NNON,Mais Que Isso,289,2021-07-04 21:09:00
Edi Rock,Origens Parte 2,2553,2021-07-04 21:09:00
Marcelo D2,ROMPEU O COURO.,1360,2021-07-04 21:09:00
Salvador Da Rima,Estilo Coyote,44212,2021-07-04 21:09:00
Kyan,Preto e Dinheiro,2526,2021-07-04 21:09:00
Fabio Brazza,Só Uma Noite,3670,2021-07-04 21:09:00
Marcelo D2,ROMPEU O COURO.,270062,2021-07-04 21:14:00
Fabio Brazza,Prazeres Artificiais,9202,2021-07-04 21:15:00
Edi Rock,Origens Parte 2,39326,2021-07-04 21:15:00
Filipe Ret,Além do Dinheiro,11755,2021-07-04 21:15:00
Mc Poze do Rodo,Vida Louca,2119,2021-07-04 21:15:00
NP Vocal,Veja Bem,179029,2021-07-04 21:18:00
L7NNON,Inabalável,136791,2021-07-04 21:29:00
Sarah Beatriz,Basta Acreditar,298035,2021-07-04 21:34:00
Sarah Beatriz,Canta,97290,2021-07-04 21:36:00
Sarah Beatriz,O Maior Vilão Sou Eu,273072,2021-07-04 21:40:00
Sarah Beatriz,Basta Acreditar,38500,2021-07-04 21:41:00
Sarah Beatriz,Não Te Retires de Mim,252782,2021-07-04 21:45:00
Sarah Beatriz,Cansei de Ser Assim,299651,2021-07-04 21:50:00
Marcos Freire,Eu Não Sei Viver - Ao Vivo,179722,2021-07-04 21:53:00
Sarah Beatriz,Não Te Retires de Mim,252782,2021-07-04 21:57:00
Sarah Beatriz,Cansei de Ser Assim,299651,2021-07-04 22:02:00
Marcos Freire,Eu Não Sei Viver - Ao Vivo,43980,2021-07-04 22:03:00
Anderson Freire,Carta Para Deus,252633,2021-07-04 22:07:00
Anderson Freire,Canção do Céu,305760,2021-07-04 22:12:00
Anderson Freire,Coração Valente,240001,2021-07-04 22:16:00
Mc Poze do Rodo,A Cara do Crime (Nós Incomoda),293716,2021-07-06 15:06:00
L7NNON,Freio da Blazer,145017,2021-07-06 15:09:00
Tz da Coronel,Corte do Jaca,130950,2021-07-06 15:11:00
Filipe Ret,Corte Americano,112628,2021-07-06 15:13:00
DJ Matt D,Tipo Gringa,93619,2021-07-06 15:14:00
KayBlack,Vivências,134391,2021-07-06 15:17:00
Mc Poze do Rodo,Vida Louca,135962,2021-07-06 15:19:00
Tz da Coronel,Anota Placa,218340,2021-07-06 15:22:00
KayBlack,Melhor do Ano,124470,2021-07-06 15:24:00
NGC Daddy,Bag de Grife,40577,2021-07-06 15:28:00
Teto,Paypal,7094,2021-07-06 15:28:00
Sidoka,Culpado,192857,2021-07-06 15:28:00
Borges,Aonde Eu Sou Cria,25623,2021-07-06 15:29:00
L7NNON,Mais Que Isso,4424,2021-07-06 15:29:00
Jovem Dex,Money Rain,11092,2021-07-06 15:29:00
Filipe Ret,F* F* M*,172001,2021-07-06 15:32:00
KayBlack,A Cunhada,134000,2021-07-06 15:34:00
Kawe,Mds,110714,2021-07-06 15:36:00
VMZ,Plutão,7187,2021-07-06 15:37:00
Orochi,Lobo,47752,2021-07-06 15:37:00
KayBlack,Fio a Fio,8703,2021-07-06 15:37:00
Matuê,777-666,3239,2021-07-06 15:37:00
Teto,M4,3797,2021-07-06 15:37:00
MC Caverinha,Meu Corre,4907,2021-07-06 15:37:00
Borges,Contando Dinheiro,17613,2021-07-06 15:38:00
UCLÃ,Gatinha,10345,2021-07-06 15:38:00
Jovem Dex,Fogo,3332,2021-07-06 15:38:00
Chris Beats Zn,Minha Vez,8069,2021-07-06 15:38:00
Tz da Coronel,Floresta,37847,2021-07-06 15:38:00
DJ Matt D,Set 2.0: Homenagem aos Relíquias,5283,2021-07-06 15:38:00
Tropa do Bruxo,Oclin e Evoque,4308,2021-07-06 15:38:00
Jovem Dex,Chanel,3313,2021-07-06 15:39:00
Kawe,Brilho,4865,2021-07-06 15:39:00
Matuê,Máquina do Tempo,3495,2021-07-06 15:39:00
Jé Santiago,Tt,2729,2021-07-06 15:39:00
Abbot,Hylander,5608,2021-07-06 15:39:00
Sidoka,Me Equivoquei,6518,2021-07-06 15:39:00
Jovem Dex,Tapa,3820,2021-07-06 15:39:00
MC Cabelinho,OUTRO PATAMAR,3322,2021-07-06 15:39:00
Yunk Vino,30 Dias,8139,2021-07-06 15:39:00
Salvador Da Rima,Vergonha pra Midia,2287,2021-07-06 15:39:00
Orochi,Fiquei Rico Cedo,3286,2021-07-06 15:39:00
Tropa do Bruxo,Donas do Jogo,12784,2021-07-06 15:39:00
Kyan,Preto e Dinheiro,2984,2021-07-06 15:39:00
UCLÃ,21,4308,2021-07-06 15:39:00
KayBlack,Panamera,3116,2021-07-06 15:40:00
DJ Matt D,Vizinha Chata,871,2021-07-06 15:40:00
Mainstreet,Assault (Angra),14199,2021-07-06 15:40:00
DJ Matt D,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R. & MC Leozinho ZS)",6885,2021-07-06 15:40:00
Borges,Onda do Lança,3779,2021-07-06 15:40:00
Recayd Mob,Mlks de Sp,4365,2021-07-06 15:40:00
NGC Daddy,Glockada,3913,2021-07-06 15:41:00
Orochi,Mitsubishi,78844,2021-07-06 15:41:00
Sidoka,Qq cê tá insinuando,3913,2021-07-06 15:41:00
Borges,Ak do Flamengo,69700,2021-07-06 15:59:00
Mainstreet,Assault (Angra),9658,2021-07-10 18:22:00
Borges,Ak do Flamengo,5770,2021-07-10 18:22:00
NGC Daddy,Glockada,1313,2021-07-10 18:22:00
Sidoka,Culpado,4239,2021-07-10 18:22:00
Tz da Coronel,Corte do Jaca,136000,2021-07-10 18:24:00
Filipe Ret,Corte Americano,112628,2021-07-10 18:26:00
DJ Matt D,Tipo Gringa,93619,2021-07-10 18:28:00
KayBlack,Vivências,134391,2021-07-10 18:30:00
Mc Poze do Rodo,Vida Louca,135962,2021-07-10 18:32:00
Tz da Coronel,Anota Placa,218340,2021-07-10 18:36:00
NGC Daddy,Bag de Grife,41460,2021-07-10 18:38:00
DJ Matt D,Homenagem Aos Relíquias 4.0,4470,2021-07-10 18:38:00
KayBlack,Melhor do Ano,124471,2021-07-10 18:38:00
Borges,Aonde Eu Sou Cria,46,2021-07-10 18:39:00
MC Hariel,Gestão Inteligente,1800,2021-07-10 18:39:00
L7NNON,Mais Que Isso,523,2021-07-10 18:39:00
Jovem Dex,Money Rain,1092,2021-07-10 18:39:00
Teto,Paypal,2252,2021-07-10 18:39:00
Criolo,É o Teste,279720,2021-07-10 18:44:00
Racionais MC's,Você Me Deve,78550,2021-07-10 19:01:00
Don L,Depois das Três,517,2021-07-15 19:13:00
Rashid,E Se,0,2021-07-15 19:13:00
Criolo,Sistema Obtuso,0,2021-07-15 19:13:00
N.W.A.,Alwayz Into Somethin',0,2021-07-15 19:13:00
N.W.A.,Alwayz Into Somethin',2111,2021-07-15 19:13:00
Froid,Flow de Lázaro,6025,2021-07-15 19:13:00
Froid,Flow de Lázaro,0,2021-07-15 19:13:00
DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),4821,2021-07-15 19:13:00
Rashid,Diário de Bordo 6,0,2021-07-15 19:13:00
PAPATRACKS,Jogando pra Tropa (Papatracks #5),2637,2021-07-15 19:13:00
Young Stoner Life,Solid (feat. Drake),0,2021-07-15 19:13:00
Young Stoner Life,Solid (feat. Drake),1906,2021-07-15 19:13:00
Djonga,Easy Money,0,2021-07-15 19:13:00
Rincon Sapiência,Cotidiano,0,2021-07-15 19:13:00
Racionais MC's,Você Me Deve,0,2021-07-15 19:13:00
Racionais MC's,Você Me Deve,8117,2021-07-15 19:13:00
Sest,Suíte 14 (feat. Djonga),0,2021-07-15 19:13:00
Djonga,BENÇA,0,2021-07-15 19:13:00
Don L,Eu Não Te Amo,0,2021-07-15 19:14:00
Sabotage,Um Bom Lugar,0,2021-07-15 19:14:00
Sant,Entre Becos e Vielas,0,2021-07-15 19:14:00
Lil Tecca,NEVER LEFT,45985,2021-07-15 19:14:00
"Tyler, The Creator",JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),382,2021-07-15 19:14:00
Xaga,Rei do Blefe,390515,2021-07-15 19:21:00
Furamil 2Cão,SDDS Sant,326400,2021-07-15 19:26:00
Furamil 2Cão,Bugatti,66241,2021-07-15 19:28:00
BK,Castelos & Ruínas,91359,2021-07-15 19:29:00
Racionais MC's,"Vida Loka, Pt. 1",6797,2021-07-15 19:33:00
Baco Exu do Blues,En Tu Mira,17920,2021-07-15 19:33:00
Froid,Flow de Lázaro,118,2021-07-15 19:33:00
Froid,Flow de Lázaro,1033,2021-07-15 19:33:00
Rashid,Diário de Bordo 6,2219,2021-07-15 19:33:00
Rincon Sapiência,Cotidiano,2390,2021-07-15 19:33:00
Renan Inquérito,Versos Vegetarianos,212426,2021-07-15 19:33:00
Djonga,BENÇA,1070,2021-07-15 19:33:00
Djonga,BENÇA,83,2021-07-15 19:33:00
Froid,Flow de Lázaro,157846,2021-07-15 19:36:00
Criolo,Sistema Obtuso,2051,2021-07-15 19:40:00
N.W.A.,Alwayz Into Somethin',1337,2021-07-15 19:40:00
Rashid,Diário de Bordo 6,220537,2021-07-15 19:40:00
Young Stoner Life,Solid (feat. Drake),1362,2021-07-15 19:40:00
Young Stoner Life,Solid (feat. Drake),215693,2021-07-15 19:43:00
